Event Type,Title,Description,Date,Time,Event URL
Gymnastik/aerobic Motionsmix,Motionsmix,Sjov motionsgymnastik for både damer og herrer. Alle kan deltage uanset alder og skavanker.,Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875118
"Foredrag Mathias Vinsten Munk ""Unge med ADHD og autisme er også en ressource""","Mathias Vinsten Munk ""Unge med ADHD og autisme er også en ressource""","AuDHD-ungecaféen inviterer. Foredrag v/ Mathias Vinsten Munk ""Unge med ADHD og autisme er en ressource"". Unge og forældre/omsorgspersoner er meget velkomne.

  Arrangeret af ADHD Forening Sydjylland.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19932298
"Danseundervisning, Børn Linedance / Begynder",Linedance / Begynder,For dem der kender lidt til grundtrin.,Ons. 20. maj 2026,18.05,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875063
Dokumentar Billie Eilish - Hit Me Hard and Soft: The Tour,Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Ons. 20. maj 2026,18.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19952825
Science Fiction Fangalla: Star Wars: The Mandalorian & Grogu,Fangalla: Star Wars: The Mandalorian & Grogu,Kom til fangalla på den nye Star Wars-film den 'Star Wars: The Mandalorian & Grogu' 20. majI have spoken: Vi skal have en fangalla!,Ons. 20. maj 2026,18.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19870603
"Kampsporttræning, Børn Karate unge (13+) og voksne",Karate unge (13+) og voksne,"Hvad er karate?. Karate er først og fremmest selvforsvar! Når vi træner, så passer vi godt på hinanden. Men når man først er lidt øvet, så går vi tæt på hinanden - og man kan godt få et blåt mærke med hjem.",Ons. 20. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874838
Andet motionstilbud Krolf for alle - aften,Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Ons. 20. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874962
Thriller/Gyser Ready or Not 2: Here I Come,Ready or Not 2: Here I Come,Grace (Samara Weaving) har overlevet Le Dormas-familiens brutale angreb - men mareridtet er langt fra slut!,Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19765589
Komedie/Romantik I Swear,I Swear,"Er baseret på den inspirerende historie om John Davidson, der vokser op i 1980'ernes Skotland. Som teenager er han populær, målmand på fodboldholdet og fuld af selvtillid, indtil diagnosen Tourettes syndrom vender hans liv på hovedet.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19936951
Action/Drama Dust Bunny,Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19944491
"Foredrag Foredrag ""Grundtvig - vanvid og visioner"" v/Asser Amdisen","Foredrag ""Grundtvig - vanvid og visioner"" v/Asser Amdisen","De fleste af os har et billede af Grundtvig, som den bløde og venlige præst, som skabte højskolen, det moderne Danmark og skrev de smukke salmer.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868377
Andet motionstilbud Gratis badminton Spilfællesskab,Gratis badminton Spilfællesskab,Kolding KFUM Badminton inviterer hver onsdag i maj fra 19.00 - 21.00 til gratis åben spilfællesskab! Alle er velkomne til at komme og spille med. Spilfællesskabet er gratis.,Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19916035
Gospel/Kor/Fællessang Fællessang - omkring et flygel,Fællessang - omkring et flygel,"Oplev glæden ved at synge, udfordringen ved at lære nyt, nostalgien ved det kendte, fornøjelsen ved fællesskabet. og, og, - man kan blive ved.",Ons. 20. maj 2026,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19938669
Jazz I sang: Kristkirken Kolding,I sang: Kristkirken Kolding,"Med koncertprojektet I SANG mødes musikere, kor og publikum i en sammensmeltning af nyskabende musik og fællessang.",Ons. 20. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19809031
"Danseundervisning, Børn Linedance / Letøvet",Linedance / Letøvet,For dem der kender alle grundtrin og har lyst til større udfordringer.,Ons. 20. maj 2026,20.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875130
Action/Drama In the Grey,In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19953613
Jazz Aaron Parks Little Big + Zinssou Quartet,Aaron Parks Little Big + Zinssou Quartet,"Småt kan være uovertruffent godt. Sådan er det med Aaron Parks Little Big, der tæller fire af de allerstørste musikere på den internationale jazzscene lige nu. Småt bliver ganske enkelt ikke meget stø.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19352877
Workshop RepairCafé Kolding,RepairCafé Kolding,Kom og få hjælp til at reparere og på den måde forlænge dine tings levetid. Lad os sammen fixe alt fra lige fra cykler til tekstil og på den måde nedsætte forbruget.,Tor. 21. maj 2026 19:00 - 21:00,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19418543
Foredrag Foredrag: Modstandsbevægelsen i Kolding - Historien i 10 aktioner,Foredrag: Modstandsbevægelsen i Kolding - Historien i 10 aktioner,"Når talen falder på Kolding under besættelsen, handler det oftest om Gestapo, der spredte frygt fra Staldgården. Men hvad med modstandsbevægelsen i Kolding?",Tor. 21. maj 2026 19:00 - 21:00,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19886431
"Gastronomi Kvinde, kend din sommervin","Kvinde, kend din sommervin","Denne aften dedikeres til alle skønne kvinder, der ønsker en aften i vores selskab, hvor vi giver vores bud på året sommervine.",Tor. 21. maj 2026 19:00-21.30,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19935269
Andet motionstilbud Motionsgymnastik,Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878668
Fitness/styrketræning Styrke/ryg træning,Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte.",Tor. 21. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878435
Andet motionstilbud Vandreture,Vandreture,"Ture ud i naturen i omegnen af Kolding med fokus på fællesskab, socialt samvær, motion og gode historier. Der er altid en pause, hvor den medbragte kaffe nydes.",Tor. 21. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878813
Lyrik/oplæsning DR Romanklub - Formiddagsholdet,DR Romanklub - Formiddagsholdet,"DR Romanklubben er for dig, der er interesseret i ny litteratur og gerne vil diskutere den med andre.",Tor. 21. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=18931457
Vandretur/stavgang Stavgang,Stavgang,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Tor. 21. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878562
Møder Torsdagscafe,Torsdagscafe,Et liv i med- og modgang med Grundtvig i ryggen. Foredrag ved tidligere politiker og regionsrådsformand Carl Holst.,Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19850351
Andet motionstilbud Knæ / hoftetræning,Knæ / hoftetræning,"Har du problemer med knæ og hofte, er dette hold noget for dig. Musklerne i benet har sammenhæng med. musklerne i hofte. På holdet arbejdes der med specifik styrketræning til disse muskler. I opstarten vil det.",Tor. 21. maj 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878855
Danseundervisning Let's Dance,Let's Dance,"Ved brug af skøn musik til mange forskellige dansearter, sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder, hvis bare.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878481
Action/Drama In the Grey,In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Tor. 21. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966560
Action/Drama Eleanors sandhed,Eleanors sandhed,"Det hjertevarme drama 'Eleanors sandhed' følger Eleanor Morgenstein, der efter et stort tab forlader Florida og flytter til New York for at begynde forfra.",Tor. 21. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966460
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966477
Andet motionstilbud Gym Stick-----styrketræning,Gym Stick-----styrketræning,"Gymstick muliggør en effektiv træning af styrke, udholdenhed, bevægelighed og koordination. Det er muligt. at lave mange øvelser for at træne hele kroppen samt målrettet arbejde for enkelte muskelgrupper.",Tor. 21. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878627
Gymnastik/aerobic Yoga,Yoga,"Deltagerne på holdene giver udtryk for, at hele kroppen bliver arbejdet godt igennem i et roligt tempo, at de kommer ud i yderstillinger og bliver mere smidige.",Tor. 21. maj 2026,12.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878218
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Tor. 21. maj 2026,12.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19867899
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tor. 21. maj 2026,12.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966487
Andre Film Aftenvagt,Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tor. 21. maj 2026,13.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961941
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Tor. 21. maj 2026,14.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966512
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 21. maj 2026,14.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966446
Møder Mangafællesskabet,Mangafællesskabet,Elsker du manga og anime?,Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19484427
Møder Rockmusiksalon,Rockmusiksalon,"Uformelle eftermiddage, hvor man lytter til rockmusik i alle afskygninger.",Tor. 21. maj 2026,15.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19772926
Andre Film Aphaca - Brug for hinanden,Aphaca - Brug for hinanden,"Er et nærværende og intimt portræt af fire drenge, der tager hele Danmark med storm. En film fyldt med håb og drømme midt i en larmende verden, hvor vi har brug for hinanden. En film om Aphaca.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19961827
"Andet motionstilbud, Børn Kolding Børnehøjskole",Kolding Børnehøjskole,"På Kolding Børnehøjskole tilbyder vi kurser, hvor børn kan fordybe sig og lære noget om det, som de er sammen om. Vores mål er at gøre verden større for de mindste. Vi tror på, at selv store ting kan skabes i det små, og af de små.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878498
Andet motionstilbud Ungdomstræning for 5-18 årige,Ungdomstræning for 5-18 årige,"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878680
Gospel/Kor/Fællessang Fællessang i Kirken,Fællessang i Kirken,,Tor. 21. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19548506
"Kampsporttræning, Børn Begynderhold",Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878798
Dokumentar Aphaca: Brug for hinanden,Aphaca: Brug for hinanden,"Siden 8. klasse har Bertram, Bertil, Rumle og Noah har haft et band, der netop har fået en pladekontrakt.",Tor. 21. maj 2026,17.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966579
"Ketchersport, Børn Tennis 5-8 årige",Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tor. 21. maj 2026,17.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878174
"Kampsporttræning, Børn Begynder brydning - 7 til 13 år",Begynder brydning - 7 til 13 år,"Træningen består af leg, motorik/akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tor. 21. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878209
"Ketchersport, Børn Junior squash for alle 6-16 årige",Junior squash for alle 6-16 årige,Mangler din søn eller datter en ny sportsgren?. SÅ ER DET SQUASH! Squash er sjovt for alle aldre - squash er blandt verdens sundeste sportsgrene & squash er motion!,Tor. 21. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878575
"Danseundervisning, Børn Linedance / Øvet",Linedance / Øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Tor. 21. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878423
Fodboldtræning Fodbold alle torsdage kl. 18.00,Fodbold alle torsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tor. 21. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878663
"Andet motionstilbud, Børn Håndbold for damer",Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tor. 21. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878745
"Kampsporttræning, Børn Hold 3 (13 år +)",Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tor. 21. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878419
"Andet motionstilbud, Børn Realistisk selvforsvar for alle (9+ år)",Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i kluben og prøv omdet er noget for dig.,Tor. 21. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19878526
