Title,Description,Date,Time
Koncert med Nanna Due Noer og Steffen Bay,To af danmarks store gospelsangere gæster Kristkirken og fylder kirken med deres smukke sange.,Tir. 12. maj 2026,20:15
Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Tir. 12. maj 2026,See description
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Tir. 12. maj 2026,21.15
Iron Maiden: Burning Ambition,"""Iron Maiden: Burning Ambition"" fortæller historien om, hvordan Iron Maiden har været med til at forme en kulturel bevægelse og udfordre traditionelle opfattelser af rockmusik og heavy metals bredere samfundsmæssige og kulturelle betydning.",Tir. 12. maj 2026,21.15
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Ons. 13. maj 2026 13:30 - 15:00,13:30
Pubquiz På Knuds garage,"Hver Onsdag kl 20, kan du komme på Knuds Garage og få din paratviden udfordret.",Ons. 13. maj 2026 20:00 - 23:00,20:00
Pickleball,"Er en ketsjersport, der spilles med en let bold og et paddle (hårdt bat). Pickleball spilles på en bane i badmintonstørrelse, med tennis-lignende net. Der er elementer fra andre ketsjer/ bat spil - som tennis, squash, badminton og bordtennis.",Ons. 13. maj 2026,See description
Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Ons. 13. maj 2026,See description
Motionsgymnastik i Arena Syd VAMDRUP,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Ons. 13. maj 2026,See description
Babysalmesang,"Sammen vil vi synge, nynne, danse, vugge, og lytte os igennem velkendte sange og salmer i en afslappet og rolig atmosfære. Vi vil puste sæbebobler og spille på rasleæg, og meget mere. Vi vil bruge vores krop og vores stemme.",Ons. 13. maj 2026,See description
Børnebiffen - Filmpakke 3 fra 4 år,"Den alt for lille prins. Instruktør: Zoia Trofimova. Den lille prins er i gang med forårsrengøringen. Alt skal med, inde som ude. Solen skal også have en tur - selv om den er langt væk. Det kræver mange forsøg, men lykkes til sidst.",Ons. 13. maj 2026,See description
Krolf,"Vi spiller krolf fra april til og med juni måned og igen fra august til oktober. Der er køller og bolde til udlån - og vi opfordrer ALLE der har lyst, til at komme og prøve.",Ons. 13. maj 2026,See description
Petanque,"Kolding KFUM Senioridræt er er forening for senior der kan være aktive om dagen. Alle kan deltage og der lægges stor vægt på det sociale, så der er altid kaffepause. Der er kugle at spille med, så sørg for påklædning der passer til vejret.",Ons. 13. maj 2026,See description
Let's dance i arena syd vamdrup,"Ved brug af den skønne musik sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder.",Ons. 13. maj 2026,10.15
Funktionel / balancetræning,"Funktionel træning fokuserer på naturlige bevægelser, som den menneskelige krop allerede er skabt til at lave. Bevægelser som at løfte, trække, rotere eller skubbe, er bevægelser som vi allerede laver, eller kan få brug for i dagligdagen.",Ons. 13. maj 2026,10.30
Vandgymnastik i Kongeåbadet VAMDRUP,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Ons. 13. maj 2026,See description
Ustoppelig,"Filmen vises med dansk tale. 'Ustoppelig' er en actionfyldt animationsfilm med de mindste helte, du nogensinde har set. Kaja er en ustoppelig lille celle, der bor i nyrerne på tiårige Erik.",Ons. 13. maj 2026,11.30
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Ons. 13. maj 2026,11.30
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Ons. 13. maj 2026,See description
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Ons. 13. maj 2026,12.30
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Ons. 13. maj 2026,12.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Ons. 13. maj 2026,12.45
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Ons. 13. maj 2026,See description
Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Ons. 13. maj 2026,13.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Ons. 13. maj 2026,See description
Bueskydning,Vi skyder med bue og pile mod en skive. Det kræver stor koncentration når man skyder. Man kommer til hallen (hal 2 i Pulzion) og bliver mødt af en der tager sig af dig. Du vil blive introduceret for alle så i ved hvem i er.,Ons. 13. maj 2026,14.20
Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Ons. 13. maj 2026,See description
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Ons. 13. maj 2026,15.30
Aphaca - Brug for hinanden,"Er et nærværende og intimt portræt af fire drenge, der tager hele Danmark med storm. En film fyldt med håb og drømme midt i en larmende verden, hvor vi har brug for hinanden. En film om Aphaca.",Ons. 13. maj 2026,See description
Tennistræning for juniorer mellem 7 og 17 år,"Gå til tennis hos KIF Tennis og få gratis træning. Nu starter vi igen hold for juniorer - et for 7-11 årige og et for 12-15 årige. Vi har et super godt trænerteam, og et godt fællesskab.",Ons. 13. maj 2026,See description
Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Ons. 13. maj 2026,16.20
Linedance/ Absolut Begynder,For dem der aldrig har prøvet før.,Ons. 13. maj 2026,17.55
Løbetræning,"Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund, Bramdrup. Skovvej 40. Kom i god tid - vi starter præcis. Du kan deltage 3-4 gange før du melder dig ind i klubben. Lavt kontingent - 300 kroner for et kalenderår.",Ons. 13. maj 2026,18.30
Hockey for voksne med særlige behov,"Til hockey er der plads til alle uanset niveau. Efter en god opvarmning, træner vi med hockeystave og puck, hvor vi øver i at skyde til hinanden samt at skyde på mål. Hvis du ikke har prøvet at spille hockey før, skal du nok blive sat ind i reglerne.",Ons. 13. maj 2026,See description
Brætspilsklubben,"Elsker du brætspil, og mangler du et hyggeligt fællesskab at spille sammen med?",Ons. 13. maj 2026,20.30
Voksenfritteren,"Er et fællesskab for voksne, der elsker at hygge og være kreative sammen.",Ons. 13. maj 2026,See description
Andagt før rådsmøde,,Ons. 13. maj 2026,18.15
Motionsmix,Sjov motionsgymnastik for både damer og herrer. Alle kan deltage uanset alder og skavanker.,Ons. 13. maj 2026,See description
Linedance / Begynder,For dem der kender lidt til grundtrin.,Ons. 13. maj 2026,18.05
Top Gun 40th Anniversary,"""Talk to me, Goose"". Genoplev den elskede actionklassiker 'Top Gun' på det store lærred i anledning af filmens 40-års jubilæum.",Ons. 13. maj 2026,18.15
Mahamad Habane,"Højpandet. Dato: 13.05.2026 kl. 18.30 - Doors til salen kl. 18.00. Højpandet er et show, der kombinerer eftertænksomhed med humor, når Mahamad stopper op og spørger; Hvorfor gør vi egentlig, som vi gør?",Ons. 13. maj 2026,18.30
Aphaca: Brug for hinanden,"Siden 8. klasse har Bertram, Bertil, Rumle og Noah har haft et band, der netop har fået en pladekontrakt.",Ons. 13. maj 2026,18.30
Karate unge (13+) og voksne,"Hvad er karate?. Karate er først og fremmest selvforsvar! Når vi træner, så passer vi godt på hinanden. Men når man først er lidt øvet, så går vi tæt på hinanden - og man kan godt få et blåt mærke med hjem.",Ons. 13. maj 2026,18.30
Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Ons. 13. maj 2026,18.30
The Master N,Dette er et event hvor Casper Christensen fra Filmnørdens Hjørne introducerer filmen. Vær derfor på plads i salen til tiden. Købte billetter til denne forestilling kan ikke refunderes.,Ons. 13. maj 2026,See description
Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Ons. 13. maj 2026,See description
In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Ons. 13. maj 2026,See description
Vamdrup: Få det bedre med klang og gongbad,Tid til ro med Klangbad i Helsecenteret: Få det bedre. Fredag d. 6. februar Kl. 17:00-18:30Bønstrupvej 11 i VamdrupTilmelding på mobil 60 661 631 ellerTryk her >>. Hvad siger deltagere om klang og gong bad med Anne Viese?,Ons. 13. maj 2026,See description
Gratis badminton Spilfællesskab,Kolding KFUM Badminton inviterer hver onsdag i maj fra 19.00 - 21.00 til gratis åben spilfællesskab! Alle er velkomne til at komme og spille med. Spilfællesskabet er gratis.,Ons. 13. maj 2026,See description
Linedance / Letøvet,For dem der kender alle grundtrin og har lyst til større udfordringer.,Ons. 13. maj 2026,20.10
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Ons. 13. maj 2026,See description
AySay,"Med deres levende koncerter og unikke kulturelle udtryk fortsætter AySay med at tryllebinde publikum og udvide forståelsen af, hvad populærmusik kan være. AySay er et band, der forener anatolske folke.",Tor. 14. maj 2026,See description
Løb for SIND(et) 2026,,Tor. 14. maj 2026,See description
"Sanketur ved Marielundskoven, Kolding","Tag med Bjarkes Vilde Mad til Marielundskoven på en forårs urtetur, hvor du oplever glæden ved at sanke urter og får viden om deres mangfoldighed.",Tor. 14. maj 2026 10:00-13.00,10:00
Concerto Copenhagen med Viva Vivaldi,"Concerto Copenhagen bringer Vivaldis musik til live på Koldinghus. Oplev de værker, der gjorde ham verdensberømt, fra Venedig til det danske hof, i en koncert fyldt med virtuositet, farver og barokkens sprudlende energi.",Tor. 14. maj 2026 16:00-17:30,16:00
Kristi himmelfartsdag - gudstjeneste ved Helle Torp,,Tor. 14. maj 2026,See description
Gudstjeneste: Kristi himmelfarts dag,,Tor. 14. maj 2026,See description
Gudstjeneste,,Tor. 14. maj 2026,09.45
Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Tor. 14. maj 2026,09.30
Kolding: kursus i klangskåle - modul 1 a - med Anne Viese,"Torsdag er der nymåne klangbad. Vi har fokus på det nye vi skal sætte i gang, det nye vi omgiver os med - foråret og meget andet der snart spirer frem.",Tor. 14. maj 2026,09.30
Dragens vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Tor. 14. maj 2026,See description
Ustoppelig,"Filmen vises med dansk tale. 'Ustoppelig' er en actionfyldt animationsfilm med de mindste helte, du nogensinde har set. Kaja er en ustoppelig lille celle, der bor i nyrerne på tiårige Erik.",Tor. 14. maj 2026,See description
Gudstjeneste: Karen Blixen Konfirmation,Konfirmation af elever fra Karen Blixen-skolen.,Tor. 14. maj 2026,See description
Familiegudstjeneste Kristi Himmelfartsdag,,Tor. 14. maj 2026,10.30
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Tor. 14. maj 2026,10.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tor. 14. maj 2026,10.30
Gudstjeneste 10.30,V/Iben Munkgaard Davids.,Tor. 14. maj 2026,10.30
Kristi Himmelfarts gudstjeneste,,Tor. 14. maj 2026,10.30
Fælles gudstjeneste i Vamdrup Kirke,,Tor. 14. maj 2026,10.30
Gudstjeneste: Kristi Himmelfarts Dag,,Tor. 14. maj 2026,10.30
Tyrstrup gudstjeneste (Kristi himmelfart),Gudstjeneste v/Liv Marit Tjelle Holm.,Tor. 14. maj 2026,10.30
Højmesse ved Katrine Papsø Madsen,,Tor. 14. maj 2026,10.30
Kristi himmelfarts-gudstjeneste,,Tor. 14. maj 2026,10.30
Højmesse ved Karina Steinecke Dahlmann,,Tor. 14. maj 2026,10.30
Rytmisk gudstjeneste i Kristkirken ved Jes Nedergaard Espersen,,Tor. 14. maj 2026,10.30
Gudstjeneste Ødis,,Tor. 14. maj 2026,10.30
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tor. 14. maj 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tor. 14. maj 2026,12.45
Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Tor. 14. maj 2026,12.50
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tor. 14. maj 2026,See description
